comment,label
la ilaha ela allah mohamed rasoul allah,neutre
ti haw thahor ji3aan lmehri ena n7eb jam3iti akther men mehri madem jam3iya mechiya hmd rabi m3ak slouma,negatif
chnowa ismou,neutre
allaho akbar ina lileh wina ilayhi raji3oun,positif
brass waldikom ma3adech tab3thou saleh ettabti ymed wejhou fi platwet e tele,negatif
nakrho,negatif
tjib lel club gareth bale twalli num 1 hhhhhh,negatif
تافهة ومنحطة ووسخة وما تفهم شيء في الدنيا وخاسرة منسوبة للمراة التونسية,negatif
toute la tunisie vous dit merci,positif
hhhhh bech togoad dohka,negatif
mala r9o3 el kolhom sore9 be3ou el gam3iya w tawa si slim fé attention amthel hethom barcha surtout les avocats as9et mella yelzmek barcha 5edma bech té5ou aghla korsi fi tunis rabi m3ak,negatif
Maste barcha,negatif
salem si slim ena ne9tate7 roger eli lene fi l esperence 9bal mle3bi kbir,neutre
slmim chiboub elmkachkha,neutre
bravoooo si sliiim,positif
aaaaah ye bledi,positif
bravo inchalla b tawfik,positif
ti haw ched bilel el 3ifa hetha hhhhh 3a9lia,negatif
chbihom aytem chiboub la7aset le7leybi yodhhorli 5ayfin 3la 5ater bech yjihom nhar we yetkechfou essorre9 el 9alleba we brabbi mata7kiwech 3le la7ram lienkom 3aychin fih men awel matkawantou ye awled louis montasi awel rais mte3kom yhoudi we a5er rais chrik sakhr en passant par errab de la magouille chiboub,negatif
برهان بسيس من أهم و أكثر إلمنشطين إلي يعجبوني واصل و سبق الخير تلقا الخير تتلفة وراك تظيع إلي قدامﻻ خلينا متفؤلين 3,positif
y3tek 3sba,negatif
mala mnayekk,negatif
brabi yeziw metrahdin 9alou l7iwar w sami le ma7soub semi ken yal9a fehom etharba taw yar7emhom nsitou cha3mal m3a faysel 5aleh yseb etes3a bech kif ytardou ma yemchilhech 9adeh tsou9et m3ah w ba3ed tardou w zid fawzi ben gamra 5arjou befthi7a wlh mra ya 5awla ab3athhom lkol,negatif
bravo testahel 1000khir ala khaterek sadek we ndhif we mt thakef donc rabi ywafek we tkoun kad il masoulia ili tistana fik,positif
na9sa sa3id wil moghazil hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,positif
hhhhh 93adilkoum kén el tsawir zanatir,negatif
bravo bravo rabi i3inek 3ela 5edmet cha3bek,positif
slim n7eb neselek labes,neutre
bacha ya slim,positif
الشيخ عبد الفتاح مورو علم و ثقافة و دين و أصالة ولازم احترامه وعيب نبيعو ونشرو في العلماء,positif
sar hada mil watany elhor iskalou tabaa el marzougui,neutre
beleg selemi li seyed el bachar helleftek belleh mee temsenich 3endi chek impaye 68 mdt depuis 7 mois,positif
hhh ely koltou fy noura tehlm mteaa 3ans lkodem,positif
taw ya5rawlou fih,negatif
7ata camera cachet bravo lobna whia mamsatha el5arya tchouf ma5yeb rasha,positif
a9oulou fi 9albi wal masaou yamlaou albilada b choujoun wal 9ala9ou yabitou laylaten okhra ladeyna man man man rama ayamana bel 9ahr bel gadr,negatif
Sami el fehri berasmi 5raj mel 7abs mo5ou fased,negatif
nik alha omha ok elmouhem ca be5i,negatif
3ala kol alah yar7amhom mahom ken a5wana bahin wela 5aybin,positif
betawfi9 si slim wenchallah dima 9odem,positif
si slim ahna 3indna thi9a fik w fi montasser lwhichi 5alih ye5dem 3la rouho w a3tih l feu vert w twa tra natija wahdek wahdek,positif
متألقة على الدوام,positif
chb 7achek ama 3onsourya ltahki aliha lbehi wel khayeb f kol blasa,negatif
ish 3maltou bilali wila 9a3dih kan lel hadith niktouha jam3ia wlh,negatif
وجيهة معلمة,positif
lazemna entreneur w attaquent w milieu w 7ob el maryoul,neutre
bellehi hak jma3a li tsafi99 w t7ib tarja3 li zman el 9offa ma 7ajitnéch bihim,negatif
شيخ تحفون,positif
raj3at li tounes men dubai,neutre
تراباوو و معادش تعديو تصاور العرا و القرا و قلة الحيا و تستفز بسؤلاتك متع البلادة و الركاكة و البهامة و التسطيكا البقري يا امين قارة يا راس اللحم و تحكيو على الحترام هبطت عليكم التربية تستاهلو مصاب قاللكم اكثر من هكا باش تعرفو شتعديو في التلفزة,negatif
oooooo 3azanatir,negatif
Tayraa bravoo semii wlh 4o7ka mouch nrml,positif
ana ma najem n9olik ken bravo bravo,positif
Ya3tiik essa7a hananan,positif
9taltha ken bel ketheb mte3ek ennes dima bech t3awen w bech ta3mel w enti ma 3malt chay sayyeb 3lik mel 7kayet lfer8a,negatif
lkolhom mwabna kifak,negatif
en fin béch yatla3 sarék kif bouh,negatif
floop,negatif
gadhoum maryouma,positif
raja3 lou7ichi taw tetriguel loumour bjeh rabbi,neutre
lawled lazemna na3mlou 7amlet ca tv,neutre
allah yarhmou ou dima 9ayem belwejeb m3alem tbarkallah 3lik merci,positif
saieb rajel yekdem la ah alikom,neutre
ana b7eb el 3akel el 3tuni el 7louw,neutre
walhh mangata7oulk,negatif
rabbi ynawer l 7a9 w akid famma menha le7keya hethi sur tt kif nesem3o b kelmet mofej2a 9bal ma tettel3ab l matchowet le5ra w mofej2a ma tnejem tji ken b 5afeya w asrar viv ca,positif
Mostfa bravo wasel,positif
la 3inbali bi seyasa,neutre
بدا یمساط تحسو یحب یضحك العباد بالسیف,negatif
ok pour kais yakoubi mais svp un bon bureau digne du ca,positif
Pff walahi amset wahda fi awled moufida deja nchoufou fiha azza masta barcha 👎,negatif
ki zebi gati,negatif
seifeddin tfarajt fih,neutre
rabi em3ak win7ebek li wajh allah salim riahi,positif
ifri9i howa 3inaya dara7na,positif
chbeha mallion vue akahaw,negatif
3asbsa liiik,negatif
5ssartek sami mayest7a9ech ili jir 3lih rabi ya5ethlou minou 7a9ou,negatif
sanfour brasmy bara nayek,negatif
شكون لي تكيف شكون لي شاخ شكون لي بلعو وتعوج و داخ,neutre
okhrej fi télé wou fassrilhom wou ejbed ezzarbiya bihom lkoll,negatif
radou ca minha 7keya jbour el 3asma,negatif
kora 3andkom ya rjhel,neutre
mahlla zaink bech tjib wlayed nchalla rabi ywasselk be salem o ytraba fi 3zk nty o papatou,positif
slim riahi kenek be7a9 theb jel3iya wasel wasel wa7na m3ak sekna fina 3ziza 3lina,positif
rabik mahboul w dousik elmedical 3and martik tartour moueaget b7okm milma7kma w zid miboun biejma3 echa3b fech mazilt tnayak eltawa vraiment raeiss r5iiiiiiiiiiiiiiiiiiiiiiiiiiiiisssssssss,negatif
samba kadam samba ja samba kal manl3ab kan fi ca,neutre
les kamikazes l7arb ndirou zadmine mil3asma raf3ine drapeau,positif
machallah 3omra moubarka,positif
besem ses le meilleur,positif
samir la7es el cha5siyat,negatif
Tabrkalla,positif
nbousek anti bislamtek,negatif
allah ya3tina la39ale,negatif
tal3b 3achicha tal3b lifre9i,negatif
rabi m3ak ya mr moncef 7atta ken marba7tech fi el2inti5abet enti rba7tna a7na,positif
allah yehlikhom,negatif
5alouh yé5dim 3ala ra7tou matéda5louch fih,positif
slim ya 3afat poop,negatif
bravo pour cet homme,positif
allah yar7mek ya majid wisabar ahlek,positif
el prix taa el tadhkara l 7afla 20 dinar,neutre
raje3 montsar raho mafikm 7ata wa7ed yfham koora,neutre
barra ya3n zabour ommk helektha jam3iya w zabour om jouwaretk mwabna,negatif
bra chouf les photo li hbtthom l mosaique et youfa lklem 5alo rajel y5dem mna nhbo zoooooooo haw rj3a zoooooooooooooo et youfa l7dith,positif
rajel wakil fi parti jadid,neutre
bravoooo bro respect,positif
ohhhhhh sa9si libia ou slim erye7i fare5 echkoun hhhhhhhhh ya3etik,negatif
الحلقه 1 حلوه,positif
brabi ili mouch clubiste ye7atfedh brayou 5ater ya jerdhen lemfach5a w 97ab sfexia w swe7lia lefri9i kbira 3likom w hedhé meya3rfou ken ili jareb 7ob el8alia,positif
tnket omha,negatif
awl mara y9ol 7aja s7i7a,negatif
mahmoud boughzela,neutre
taw hatha la3eb,negatif
a5tana men loughet tetkalam 5ayfa wkel rwaya9 dhahrine les reponse mte3ha ma fihomech 7ata 7keya tchakek,negatif
ana m3ak w m3a bina2 dawla 7orra w rakya w inchallah kol chabeb tounes m3ak bonne chance si slim,positif
waktech yetbe3ou,neutre
slim rya7i criss angel,neutre
3ala asas 3andak 5ayar a5ar,negatif
je viens de tunisie donc ouais les ahmed venez svp jvous aimeeeees,positif
nar ye klay,positif
و الله يا سامي أقوى الدرامات عنك إنتي أما تخلينا متشوقين للحلقة إلي بعدها,positif
barbie tunisienne 3,positif
behin behineko,negatif
شنوا وقت لميتينغ ديال لجنة 핸دบอล التونسية اللي غ디 تجري  ,neutre
sanfara khouya rabi khalik thiy min dz poooom,positif
btwfi9 ndouchq,positif
wahdak wallah wa nahrafak theb el jamhiya,positif
saleh thebti tardo meritch ahref meno,negatif
barra chouf chkoun iefehmik,negatif
ca y a dawla mersi bosse,positif
fih men zok omek,neutre
Wa7dek y a sofi,positif
sfih w kadheb w maya7chemch tfou 3la,negatif
ma39oul yesser,positif
etoilist ama ana slim irriyahi,positif
choix behi wala mouch behi a7na m3ak si slim,positif
bravo slim fawzi ahsen modareb,positif
wach rak 3arfak hadi hiya 7aditha nta3rif 3la instagram,neutre
allah ibereklek et t ajoute khir aalakhir,positif
rabi efadalou ememtou wefadlou lihe,positif
a3mlouli abonner tarj3lkom be wa9et plz,neutre
kayen 7mada mzyana fi l3ab al foot,neutre
dnc saybou l bureau ye5dém w rabi ysahél yeziw m tna8ni8,negatif
buz mta3 zok om 3am 60,negatif
3amnewel elmarsa be3et elmatch l eletoil esna a7na n5allouha edda5el recette 3la thharna weswe7lia ejboura 9alou elli a7na sre9na elboutoula totleb minhom e3tithar we ella degage,negatif
لي جا من لايك😎,neutre
tsami f roo7k syesi 3ad enti,negatif
chnowa hal hedhom wjouh lou7 ijibou ken el machekel lel bled,positif
rabbi m3ak wywaf9ek,positif
waktech yibd el match ana fi 3omen w mabinetna heures win bech y3adiweh,neutre
allah yazhamou,positif
mais voilà maintenant que toi tu deviens allier des tarek ben ammar nabil karwi,negatif
amen la3bed lkol marhona f bayrem wa9tech r9ad,negatif
ouiiiiii c est vrais bien dit ama ahna dima naterhou lmachakel blech des solutions brabiiii a3tiwna 7ouloul mech na9siin a7na na3rfouh chay hadha w chkoun eli metsabeb fiiih,negatif
lbeji mizel i3ich,neutre
injibek injibek,negatif
mella 3lech mabathouch el barnemj wenty madfa3telhomch,negatif
hamza trifi ken mchit 9rit ken 5ir ya3tek b zebb,negatif
kolna fil 9asba demain,neutre
jded l tijeni y rais,neutre
alah yar7mk 5oya w isaber 3ayletek ina leleh w ilayh raj3oun mr6 si slim nechala mrbo7a 3_0 ca,positif
Andeha wahade taserafe alueh anouch,neutre
ykhi drk fiha wlad mofida 6,neutre
aya njik na3emlou 1,positif
oui bravo continuez dans ce processus,positif
bravo elyes,positif
slim houwa elhal lili ykhamem b3aklou inchallah echa3b yfik kbal mayfout elfout w nodkhlou fi hit,positif
aman alhou chwia belhamla lentikhabia mta3 eri2assa,positif
travail réalisé par saïdani khaled juin 2013,neutre
sluma rana n7ibbuk wil clubistia dima m3ak,positif
happy birthdayhappy birthdayhappy birthday,positif
hamza mchiri,neutre
rak m3alem y slouma winchala rabi i3inek,positif
bravou wajiha,positif
fel 6 min jafar gal el rajel 5alet 3andu amana magalesch gidesch ya5i rajel tnarvaz gal le kene ye7ki 5alet 10 000 kene el hkaya kithba mala wen yedri gidesch gal 10 000 w jaffar gal ken amana w magl schay a5or w kifesch ibedel fel mawthu3 meli jaffar sehle kifesch 3raf 3enda el flous,negatif
andou hak,positif
brabbi yiziew min 7keyet ca tv 5ammou fil les titre 9bal ou 3anna derby jey,positif
9raya hhhhhhhhhhh,positif
rajja3 aflousse,negatif
abbandonare la tunisia,negatif
m3alem kolna m3ak ca fi el galeb,positif
ouiiii je confirme,positif
mela toumouh kol tofla twali kifk mathala athika t5dm ala roha wnti 93at kn tnabr,negatif
مستوى منحط يا علام العار,negatif
knas lkolha mkach5in mafimtiche kifach 3imad riahi m3amal 3lahom,neutre
3ndi sa7bi elli 9al 7al tounis el7ouri,neutre
si slim bjeh rabi telhelna bel arbitrage we ligue benesba lel entreneur ken bech itbadel tawa 9bal saison jeya we l equipe hedhi yelzmelha ben chikha we ila benzarti si non ya39oubi weld jam3ia,negatif
habbalni soutek wlh 3,positif
3abdala v2,neutre
tii mà3roùùfàà toùùnéés kéén t7iin,negatif
na3ref kif najma3 bi al pc,neutre
on est avec vous bettawfi9 nchallah y,positif
chadou l 7akem 9bal 3mois 9aloulgom rahou ysre9 fikom ma7abouch ysad9ou donc ystehlou,negatif
wa9teh i3awdouh,neutre
bzaf nhabek 3andi snin w ana nteba3 fik mel jazayer,positif
iwini l ep,positif
mon ammore,positif
الماسطين الكل جبتهم يا قاره,positif
3idek mabrouk slouma ya behi,positif
Lwxqwqldq Qldqdqdlqqdlqslsdqmsq Sdlqdqsqmsq Qpd Ssdqdsd,neutre
rajel ya3mel fe omra w howa y9olou flous hram ama brabi fi9ou w telheou bejame3eya rakom mathesouch eli nhesou bih nahna rahi dekhla fe hittt berasmi haka omra ma9boulaaa,neutre
akbir chalbou9 klato el mfach5a howa el ragued bi milliard fil 3am tab3ouna ma nfallsoukom ya danadik,negatif
7na 9adna al5arie aljديدة fi almadina alqadima al3arabiya,neutre
لمن الملك لمن الملك لمن الملك لله الواحد الأحد الفرد الصمد العزيز الحكيم الجبار قاضي السماء,neutre
hhh messi ou pirlou ou niassta mta3e ca,neutre
1 music 99 porno,negatif
sidek holland kèn jè 3andou tfol rasou t9as rahou majèch el bardo,negatif
sma3et eli alexis tlab 800 alf euro wenti 3titou 600 alf euro zidou w ratahna ya m3allem alexis yest7a9 5ir metahana,positif
kif tounes teshtaghel el 3amal el sera9i ?,neutre
hichem madrid,neutre
chnw i7sesek ki y9olek 3abd hakka a ce point ya5i mat7esouch w t7ebou tajr7ou nes b ay tari9a,negatif
le jaloux la zebi yemchi ynayek howa w flousou ama yab9a mnayek fi mokhou lflous mata3ninich raho,negatif
tihya jam3ya bariktha 5ali dawla hya bitbi3itha berka zid kamil 3liha,negatif
stylek tank ya7aj badletk le flous hah,negatif
wawa ken edeid tsawer enmet,positif
akahou 5edma bechwaya bechwaya behya jam3iya cv,positif
bien venu chez toi,positif
ma39oul barcha,positif
wa9teh yo5rej titer heda,neutre
hasebe mekrite lès commentaire meskine semi meskine echeabe meskine tounesse,negatif
hal9a li baadeha mahabtetch,positif
tir mahal fregk hhhh lfri9i brjelha,negatif
ممثلة متمكنة حظ موفق ✌❤,positif
استر ما ستر الله قلة حياء,negatif
ltofla tgoul bille ellish,neutre
el 3akel el tunsi el a7la huwa el shakshoka,neutre
slimm yé riahi 3asbaa lil l étoile w tarajiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,negatif
rabby insrek w rabby i7mik 3abir b 1000 rajel,positif
fadit minkol chay ya rabi a5i om7om elkalba moch 7assin bina illi el3edwa em7asretna ya joueret ach ikoul fomi aya fok a3liya 5ir manojlet,negatif
nhibbou nefhmou hkeyet loujayen alah yarhemha weklem nesma shih ou non,neutre
hhhhhhh jebet essid me wedhnou mala znatir hhhhh,negatif
bellehi el contrat mta3 youssef mwihbi wfé w joumhour el club t7ebkom t3awdoulou contrat e5er mn7ebouhouch yo5rej mil beb e s8ir kima sgaw woussema s7i7 elli houwa 3andou blessure emma rahou k yabda lebes yal3eb b galb w rab,positif
am in ya rabi,positif
wlh 9olt il7a9 n7ata bnet rif ye7kiwch haka nmechi fi belha kite7ki haka bech ttha7ek hhh,negatif
bilhi jarib barbich klay chwaya,positif
ti chnwa taw fok we etlha bel club,negatif
wllah w kan tab9a a5ir wa7id la ninta5bik,negatif
mouch haka trap w en plus t7isik ne9sa choiya karizma ikbis ro7ik choiya nw côté lyrics mouch 7ajja wow w fi clip t7issha t9alid fi cardi b sur tout milouil mais chay b3id 3la ba3thou n 5 10,negatif
ija ndhayfouk f kelibia,positif
slim tawa enti sraft sraft kamel 5outhelna kemkach5a bjouwaratha bjomhoura ou kamel m3ahom aka la7laybi 5alih ytayeblek 9ahwet sba7 bras omek echrehom slim,neutre
alah la trabah weldik yali mokich rajik,negatif
etfarej 3la riverdale fg,neutre
ilmohim hazit ilmo7ibin moch il 9afafin,positif
bonne anniv president,positif
ommra makboula,positif
bravo si abdlahmid baredtli 3la 9albi,positif
pourquoi cette photo,neutre
raja3 montasar,neutre
3ed migalou ma3roufe bfedlektou wethmarou chkoune bech yetgachech menou wela kima igoulou nes beki ejmel hez le7mel welgered inine,positif
twa barek 7assit syedtek,positif
hhhhhhhhhhhhhhhhhhhhhh bildaaaa d,positif
أقوى واحد فيكم دماغ ومعلم,positif
raj3lna zouheir s7i7 9lot 3la 5ater ejam3ya chalketh elhiyette esabka,neutre
slim ria7i 1994 wenek,neutre
Moch 5arej edawr a3liha,negatif
malla ka3ba lol dhaher chio9sed juste ne9es vocab haha akkeka ba3li,negatif
meci si slim pour l informer,positif
behi wmba3ed jebtou essid men wednou kif ejtama3to hhhhhhh 3likoum,negatif
hhhhhhhhhhhhhhhhhhh takbiiiiiiiiiiiiiiiiiiiiiiiiiir,neutre
raja irtika bi mostaoi hioir,negatif
andhef haja tfarrajt fiha fi 2020 keep it fi smè chabeb,positif
bravo kol aam wentom bkeir,positif
dima nar nar nar m7asen dima top,positif
haw haka yadabho,positif
il ny aura pas un metting a tunis ville,neutre
rabi i5lik iltouns wtwansa l9lalla,positif
réalité kane malaibiya,neutre
inti kolek morterek,neutre
ان شالا ديما متألق و ناجح يا جعفور,positif
mala chlaka,negatif
l 3ifa o hhhhhhhhh,negatif
yakhi ch9el,neutre
el3ifa l rho mahouch jouer,negatif
adnen chrif have a friend and his from tunis souse,positif
bravo slim riahi wallah,positif
souha souha bon bi1 di mé rak 8alta fi 7ajet sam7ni 5ater el nahdha rahom ne sont pas des salafistes el nahdha bidha mech 3ajebha el wadha3 wmech 3ajbha eli 9a3din ya3mlou fih mé el 7aja eli malhrzment manjmtouch tefhmouha c k el twensa stensou bel 3sa malrzmen é tant k houma me5dhin ra7ethom autmatikmen bech ya3mlou hakeka lé salafistes deja 9bal 3omrna makona na3rfouhom wchkoun ken yetkalem 5ater eli yetkalem itiroulou brasou ena notlob 7aja barka men mr lr president n9olou raja3 el 3sa el tunis 5aliha tarja3 el bled wte9ef 3la sa9iha w5ali hal lé salafistes wjme3et el tajama3 iridhou wyethadou si nn mahech bech tarja3 louken ta3mlou fi kol wileya ra2is,negatif
hhhhhhh aya chedou saf,positif
allah yar7mo w na3mo,positif
rabi m3ek wn7ne dima awfiye lik wlenedi,positif
slim ria7i 7atet j aime hhhhh,neutre
mabghitch nfsi ngol 7aja 3ala tounes vs dz,neutre
rabi emaak elli serkous dem etwensa saybouhoms ou radouhoms endhaf welli ghadhou elhel elli wella fih etwensa radouh serek rabi inawer hekek wehna ou rabi m en fouk wehna m ellouta emaak,positif
c beau,positif
ta7ya paparazy,positif
kol chay a3nd rabi,neutre
9afilatou ya maaaaaaalem loool,positif
